Function:Linear
ANN Hyperparameters: activation function Hyperbolic Tangent, layer arch [1, 7, 7, 1]
epoch:047 ,particle:11, par err:0.0066, best part err:0.0066, best swarm err:0.0066
epoch:047 ,particle:12, par err:0.0115, best part err:0.0079, best swarm err:0.0066
epoch:047 ,particle:13, par err:0.0425, best part err:0.0074, best swarm err:0.0066
epoch:047 ,particle:14, par err:0.0159, best part err:0.0077, best swarm err:0.0066
epoch:047 ,particle:15, par err:0.0147, best part err:0.0079, best swarm err:0.0066
epoch:047 ,particle:16, par err:0.0104, best part err:0.0076, best swarm err:0.0066
epoch:047 ,particle:17, par err:0.0109, best part err:0.0077, best swarm err:0.0066
epoch:047 ,particle:18, par err:0.0136, best part err:0.0077, best swarm err:0.0066
epoch:047 ,particle:19, par err:0.0107, best part err:0.0076, best swarm err:0.0066
epoch:047 ,particle:20, par err:0.0136, best part err:0.0076, best swarm err:0.0066

-------------------------------------------------------------------------------------
epoch:048 ,particle:01, par err:0.0089, best part err:0.0069, best swarm err:0.0065
epoch:048 ,particle:02, par err:0.0066, best part err:0.0066, best swarm err:0.0065
epoch:048 ,particle:03, par err:0.0072, best part err:0.0066, best swarm err:0.0065
epoch:048 ,particle:04, par err:0.0094, best part err:0.0067, best swarm err:0.0065
epoch:048 ,particle:05, par err:0.0172, best part err:0.0077, best swarm err:0.0065
epoch:048 ,particle:06, par err:0.0145, best part err:0.0077, best swarm err:0.0065
epoch:048 ,particle:07, par err:0.0075, best part err:0.0066, best swarm err:0.0065
epoch:048 ,particle:08, par err:0.0105, best part err:0.0074, best swarm err:0.0065
epoch:048 ,particle:09, par err:0.0143, best part err:0.0077, best swarm err:0.0065
epoch:048 ,particle:10, par err:0.0092, best part err:0.0066, best swarm err:0.0065
epoch:048 ,particle:11, par err:0.0065, best part err:0.0065, best swarm err:0.0065
epoch:048 ,particle:12, par err:0.0128, best part err:0.0079, best swarm err:0.0065
epoch:048 ,particle:13, par err:0.0293, best part err:0.0074, best swarm err:0.0065
epoch:048 ,particle:14, par err:0.0145, best part err:0.0077, best swarm err:0.0065
epoch:048 ,particle:15, par err:0.0144, best part err:0.0079, best swarm err:0.0065
epoch:048 ,particle:16, par err:0.0110, best part err:0.0076, best swarm err:0.0065
epoch:048 ,particle:17, par err:0.0122, best part err:0.0077, best swarm err:0.0065
epoch:048 ,particle:18, par err:0.0144, best part err:0.0077, best swarm err:0.0065
epoch:048 ,particle:19, par err:0.0119, best part err:0.0076, best swarm err:0.0065
epoch:048 ,particle:20, par err:0.0132, best part err:0.0076, best swarm err:0.0065

-------------------------------------------------------------------------------------
epoch:049 ,particle:01, par err:0.0071, best part err:0.0069, best swarm err:0.0064
epoch:049 ,particle:02, par err:0.0064, best part err:0.0064, best swarm err:0.0064
epoch:049 ,particle:03, par err:0.0069, best part err:0.0066, best swarm err:0.0064
epoch:049 ,particle:04, par err:0.0084, best part err:0.0067, best swarm err:0.0064
epoch:049 ,particle:05, par err:0.0080, best part err:0.0077, best swarm err:0.0064
epoch:049 ,particle:06, par err:0.0079, best part err:0.0077, best swarm err:0.0064
epoch:049 ,particle:07, par err:0.0064, best part err:0.0064, best swarm err:0.0064
epoch:049 ,particle:08, par err:0.0064, best part err:0.0064, best swarm err:0.0064
epoch:049 ,particle:09, par err:0.0079, best part err:0.0077, best swarm err:0.0064
epoch:049 ,particle:10, par err:0.0065, best part err:0.0065, best swarm err:0.0064
epoch:049 ,particle:11, par err:0.0065, best part err:0.0065, best swarm err:0.0064
epoch:049 ,particle:12, par err:0.0077, best part err:0.0077, best swarm err:0.0064
epoch:049 ,particle:13, par err:0.0143, best part err:0.0074, best swarm err:0.0064
epoch:049 ,particle:14, par err:0.0081, best part err:0.0077, best swarm err:0.0064
epoch:049 ,particle:15, par err:0.0079, best part err:0.0079, best swarm err:0.0064
epoch:049 ,particle:16, par err:0.0079, best part err:0.0076, best swarm err:0.0064
epoch:049 ,particle:17, par err:0.0079, best part err:0.0077, best swarm err:0.0064
epoch:049 ,particle:18, par err:0.0079, best part err:0.0077, best swarm err:0.0064
epoch:049 ,particle:19, par err:0.0079, best part err:0.0076, best swarm err:0.0064
epoch:049 ,particle:20, par err:0.0080, best part err:0.0076, best swarm err:0.0064

-------------------------------------------------------------------------------------
epoch:050 ,particle:01, par err:0.0110, best part err:0.0069, best swarm err:0.0063
epoch:050 ,particle:02, par err:0.0063, best part err:0.0063, best swarm err:0.0063
epoch:050 ,particle:03, par err:0.0073, best part err:0.0066, best swarm err:0.0063
epoch:050 ,particle:04, par err:0.0067, best part err:0.0067, best swarm err:0.0063
epoch:050 ,particle:05, par err:0.0077, best part err:0.0077, best swarm err:0.0063
epoch:050 ,particle:06, par err:0.0074, best part err:0.0074, best swarm err:0.0063
epoch:050 ,particle:07, par err:0.0095, best part err:0.0064, best swarm err:0.0063
epoch:050 ,particle:08, par err:0.0115, best part err:0.0064, best swarm err:0.0063
epoch:050 ,particle:09, par err:0.0072, best part err:0.0072, best swarm err:0.0063
epoch:050 ,particle:10, par err:0.0080, best part err:0.0065, best swarm err:0.0063
epoch:050 ,particle:11, par err:0.0063, best part err:0.0063, best swarm err:0.0063
epoch:050 ,particle:12, par err:0.0140, best part err:0.0077, best swarm err:0.0063
epoch:050 ,particle:13, par err:0.0078, best part err:0.0074, best swarm err:0.0063
epoch:050 ,particle:14, par err:0.0077, best part err:0.0077, best swarm err:0.0063
epoch:050 ,particle:15, par err:0.0075, best part err:0.0075, best swarm err:0.0063
epoch:050 ,particle:16, par err:0.0071, best part err:0.0071, best swarm err:0.0063
epoch:050 ,particle:17, par err:0.0073, best part err:0.0073, best swarm err:0.0063
epoch:050 ,particle:18, par err:0.0073, best part err:0.0073, best swarm err:0.0063
epoch:050 ,particle:19, par err:0.0070, best part err:0.0070, best swarm err:0.0063
epoch:050 ,particle:20, par err:0.0074, best part err:0.0074, best swarm err:0.0063

-------------------------------------------------------------------------------------
/nFunction:Linear
ANN Hyperparameters: activation function Hyperbolic Tangent, layer arch [1, 7, 7, 1]
PSO Hyperparameters: swarm size20, inertia weight0.9, cognitive weight1.6, social weight1.6, epochs50
-------------------------------------------------------------------------------------
-------------------------------------------------------------------------------------
epoch:001 ,particle:01, par err:0.3182, best part err:0.3182, best swarm err:0.3153
epoch:001 ,particle:02, par err:0.3465, best part err:0.3465, best swarm err:0.3153
epoch:001 ,particle:03, par err:0.3334, best part err:0.3334, best swarm err:0.3153
epoch:001 ,particle:04, par err:0.3373, best part err:0.3373, best swarm err:0.3153
epoch:001 ,particle:05, par err:0.3311, best part err:0.3311, best swarm err:0.3153
epoch:001 ,particle:06, par err:0.3316, best part err:0.3316, best swarm err:0.3153
epoch:001 ,particle:07, par err:0.3447, best part err:0.3447, best swarm err:0.3153
epoch:001 ,particle:08, par err:0.3318, best part err:0.3318, best swarm err:0.3153
epoch:001 ,particle:09, par err:0.3497, best part err:0.3497, best swarm err:0.3153
epoch:001 ,particle:10, par err:0.3313, best part err:0.3313, best swarm err:0.3153
epoch:001 ,particle:11, par err:0.3357, best part err:0.3357, best swarm err:0.3153
epoch:001 ,particle:12, par err:0.3340, best part err:0.3340, best swarm err:0.3153
epoch:001 ,particle:13, par err:0.3294, best part err:0.3294, best swarm err:0.3153
epoch:001 ,particle:14, par err:0.3196, best part err:0.3196, best swarm err:0.3153
epoch:001 ,particle:15, par err:0.3426, best part err:0.3426, best swarm err:0.3153
epoch:001 ,particle:16, par err:0.3433, best part err:0.3433, best swarm err:0.3153
epoch:001 ,particle:17, par err:0.3464, best part err:0.3464, best swarm err:0.3153
epoch:001 ,particle:18, par err:0.3360, best part err:0.3360, best swarm err:0.3153
epoch:001 ,particle:19, par err:0.3153, best part err:0.3153, best swarm err:0.3153
epoch:001 ,particle:20, par err:0.3368, best part err:0.3368, best swarm err:0.3153

-------------------------------------------------------------------------------------
epoch:002 ,particle:01, par err:0.1432, best part err:0.1432, best swarm err:0.1424
epoch:002 ,particle:02, par err:0.2259, best part err:0.2259, best swarm err:0.1424
epoch:002 ,particle:03, par err:0.2747, best part err:0.2747, best swarm err:0.1424
epoch:002 ,particle:04, par err:0.2212, best part err:0.2212, best swarm err:0.1424
epoch:002 ,particle:05, par err:0.2891, best part err:0.2891, best swarm err:0.1424
epoch:002 ,particle:06, par err:0.4039, best part err:0.3316, best swarm err:0.1424
epoch:002 ,particle:07, par err:0.2113, best part err:0.2113, best swarm err:0.1424
epoch:002 ,particle:08, par err:0.2794, best part err:0.2794, best swarm err:0.1424
epoch:002 ,particle:09, par err:0.1445, best part err:0.1445, best swarm err:0.1424
epoch:002 ,particle:10, par err:0.2431, best part err:0.2431, best swarm err:0.1424
epoch:002 ,particle:11, par err:0.1475, best part err:0.1475, best swarm err:0.1424
epoch:002 ,particle:12, par err:0.2941, best part err:0.2941, best swarm err:0.1424
epoch:002 ,particle:13, par err:0.2872, best part err:0.2872, best swarm err:0.1424
epoch:002 ,particle:14, par err:0.1936, best part err:0.1936, best swarm err:0.1424
epoch:002 ,particle:15, par err:0.2560, best part err:0.2560, best swarm err:0.1424
epoch:002 ,particle:16, par err:0.1424, best part err:0.1424, best swarm err:0.1424
epoch:002 ,particle:17, par err:0.2341, best part err:0.2341, best swarm err:0.1424
epoch:002 ,particle:18, par err:0.2404, best part err:0.2404, best swarm err:0.1424
epoch:002 ,particle:19, par err:0.3129, best part err:0.3129, best swarm err:0.1424
epoch:002 ,particle:20, par err:0.2783, best part err:0.2783, best swarm err:0.1424

-------------------------------------------------------------------------------------
epoch:003 ,particle:01, par err:0.0558, best part err:0.0558, best swarm err:0.0102
epoch:003 ,particle:02, par err:0.0432, best part err:0.0432, best swarm err:0.0102
epoch:003 ,particle:03, par err:0.0473, best part err:0.0473, best swarm err:0.0102
epoch:003 ,particle:04, par err:0.0386, best part err:0.0386, best swarm err:0.0102
epoch:003 ,particle:05, par err:0.0218, best part err:0.0218, best swarm err:0.0102
epoch:003 ,particle:06, par err:0.0609, best part err:0.0609, best swarm err:0.0102
epoch:003 ,particle:07, par err:0.0572, best part err:0.0572, best swarm err:0.0102
epoch:003 ,particle:08, par err:0.0272, best part err:0.0272, best swarm err:0.0102
epoch:003 ,particle:09, par err:0.0848, best part err:0.0848, best swarm err:0.0102
epoch:003 ,particle:10, par err:0.0275, best part err:0.0275, best swarm err:0.0102
epoch:003 ,particle:11, par err:0.0718, best part err:0.0718, best swarm err:0.0102
epoch:003 ,particle:12, par err:0.0377, best part err:0.0377, best swarm err:0.0102
epoch:003 ,particle:13, par err:0.0102, best part err:0.0102, best swarm err:0.0102
epoch:003 ,particle:14, par err:0.0359, best part err:0.0359, best swarm err:0.0102
epoch:003 ,particle:15, par err:0.0335, best part err:0.0335, best swarm err:0.0102
epoch:003 ,particle:16, par err:0.0826, best part err:0.0826, best swarm err:0.0102
epoch:003 ,particle:17, par err:0.0407, best part err:0.0407, best swarm err:0.0102
epoch:003 ,particle:18, par err:0.0502, best part err:0.0502, best swarm err:0.0102
epoch:003 ,particle:19, par err:0.0189, best part err:0.0189, best swarm err:0.0102
epoch:003 ,particle:20, par err:0.0415, best part err:0.0415, best swarm err:0.0102

-------------------------------------------------------------------------------------
epoch:004 ,particle:01, par err:0.1895, best part err:0.0558, best swarm err:0.0102
epoch:004 ,particle:02, par err:0.1373, best part err:0.0432, best swarm err:0.0102
epoch:004 ,particle:03, par err:0.1558, best part err:0.0473, best swarm err:0.0102
epoch:004 ,particle:04, par err:0.1534, best part err:0.0386, best swarm err:0.0102
epoch:004 ,particle:05, par err:0.2014, best part err:0.0218, best swarm err:0.0102
epoch:004 ,particle:06, par err:0.0783, best part err:0.0609, best swarm err:0.0102
epoch:004 ,particle:07, par err:0.1574, best part err:0.0572, best swarm err:0.0102
epoch:004 ,particle:08, par err:0.1562, best part err:0.0272, best swarm err:0.0102
epoch:004 ,particle:09, par err:0.1503, best part err:0.0848, best swarm err:0.0102
epoch:004 ,particle:10, par err:0.1689, best part err:0.0275, best swarm err:0.0102
epoch:004 ,particle:11, par err:0.1587, best part err:0.0718, best swarm err:0.0102
epoch:004 ,particle:12, par err:0.1748, best part err:0.0377, best swarm err:0.0102
epoch:004 ,particle:13, par err:0.1597, best part err:0.0102, best swarm err:0.0102
epoch:004 ,particle:14, par err:0.1543, best part err:0.0359, best swarm err:0.0102
epoch:004 ,particle:15, par err:0.1616, best part err:0.0335, best swarm err:0.0102
epoch:004 ,particle:16, par err:0.1258, best part err:0.0826, best swarm err:0.0102
epoch:004 ,particle:17, par err:0.1710, best part err:0.0407, best swarm err:0.0102
epoch:004 ,particle:18, par err:0.1520, best part err:0.0502, best swarm err:0.0102
epoch:004 ,particle:19, par err:0.1779, best part err:0.0189, best swarm err:0.0102
epoch:004 ,particle:20, par err:0.1761, best part err:0.0415, best swarm err:0.0102

-------------------------------------------------------------------------------------
epoch:005 ,particle:01, par err:0.0760, best part err:0.0558, best swarm err:0.0102
epoch:005 ,particle:02, par err:0.2637, best part err:0.0432, best swarm err:0.0102
epoch:005 ,particle:03, par err:0.2818, best part err:0.0473, best swarm err:0.0102
epoch:005 ,particle:04, par err:0.2059, best part err:0.0386, best swarm err:0.0102
epoch:005 ,particle:05, par err:0.2779, best part err:0.0218, best swarm err:0.0102
epoch:005 ,particle:06, par err:0.3620, best part err:0.0609, best swarm err:0.0102
epoch:005 ,particle:07, par err:0.2258, best part err:0.0572, best swarm err:0.0102
epoch:005 ,particle:08, par err:0.3190, best part err:0.0272, best swarm err:0.0102
epoch:005 ,particle:09, par err:0.0629, best part err:0.0629, best swarm err:0.0102
epoch:005 ,particle:10, par err:0.2789, best part err:0.0275, best swarm err:0.0102
epoch:005 ,particle:11, par err:0.0824, best part err:0.0718, best swarm err:0.0102
epoch:005 ,particle:12, par err:0.2763, best part err:0.0377, best swarm err:0.0102
epoch:005 ,particle:13, par err:0.3448, best part err:0.0102, best swarm err:0.0102
epoch:005 ,particle:14, par err:0.1707, best part err:0.0359, best swarm err:0.0102
epoch:005 ,particle:15, par err:0.2807, best part err:0.0335, best swarm err:0.0102
epoch:005 ,particle:16, par err:0.1330, best part err:0.0826, best swarm err:0.0102
epoch:005 ,particle:17, par err:0.1692, best part err:0.0407, best swarm err:0.0102
epoch:005 ,particle:18, par err:0.1928, best part err:0.0502, best swarm err:0.0102
epoch:005 ,particle:19, par err:0.3528, best part err:0.0189, best swarm err:0.0102
epoch:005 ,particle:20, par err:0.2521, best part err:0.0415, best swarm err:0.0102

-------------------------------------------------------------------------------------
epoch:006 ,particle:01, par err:0.1777, best part err:0.0558, best swarm err:0.0102
epoch:006 ,particle:02, par err:0.1539, best part err:0.0432, best swarm err:0.0102
epoch:006 ,particle:03, par err:0.1706, best part err:0.0473, best swarm err:0.0102
epoch:006 ,particle:04, par err:0.1541, best part err:0.0386, best swarm err:0.0102
epoch:006 ,particle:05, par err:0.1704, best part err:0.0218, best swarm err:0.0102
epoch:006 ,particle:06, par err:0.0137, best part err:0.0137, best swarm err:0.0102
epoch:006 ,particle:07, par err:0.1592, best part err:0.0572, best swarm err:0.0102
epoch:006 ,particle:08, par err:0.1666, best part err:0.0272, best swarm err:0.0102
epoch:006 ,particle:09, par err:0.2021, best part err:0.0629, best swarm err:0.0102
epoch:006 ,particle:10, par err:0.1645, best part err:0.0275, best swarm err:0.0102
epoch:006 ,particle:11, par err:0.1672, best part err:0.0718, best swarm err:0.0102
epoch:006 ,particle:12, par err:0.1578, best part err:0.0377, best swarm err:0.0102
epoch:006 ,particle:13, par err:0.1269, best part err:0.0102, best swarm err:0.0102
epoch:006 ,particle:14, par err:0.1568, best part err:0.0359, best swarm err:0.0102
epoch:006 ,particle:15, par err:0.1625, best part err:0.0335, best swarm err:0.0102
epoch:006 ,particle:16, par err:0.1619, best part err:0.0826, best swarm err:0.0102
epoch:006 ,particle:17, par err:0.1685, best part err:0.0407, best swarm err:0.0102
epoch:006 ,particle:18, par err:0.1577, best part err:0.0502, best swarm err:0.0102
epoch:006 ,particle:19, par err:0.1174, best part err:0.0189, best swarm err:0.0102
epoch:006 ,particle:20, par err:0.1788, best part err:0.0415, best swarm err:0.0102

-------------------------------------------------------------------------------------
epoch:007 ,particle:01, par err:0.0259, best part err:0.0259, best swarm err:0.0102
epoch:007 ,particle:02, par err:0.0222, best part err:0.0222, best swarm err:0.0102
epoch:007 ,particle:03, par err:0.0247, best part err:0.0247, best swarm err:0.0102
epoch:007 ,particle:04, par err:0.0231, best part err:0.0231, best swarm err:0.0102
epoch:007 ,particle:05, par err:0.0268, best part err:0.0218, best swarm err:0.0102
epoch:007 ,particle:06, par err:0.1812, best part err:0.0137, best swarm err:0.0102
epoch:007 ,particle:07, par err:0.0243, best part err:0.0243, best swarm err:0.0102
epoch:007 ,particle:08, par err:0.0241, best part err:0.0241, best swarm err:0.0102
epoch:007 ,particle:09, par err:0.1343, best part err:0.0629, best swarm err:0.0102
epoch:007 ,particle:10, par err:0.0250, best part err:0.0250, best swarm err:0.0102
epoch:007 ,particle:11, par err:0.0243, best part err:0.0243, best swarm err:0.0102
epoch:007 ,particle:12, par err:0.0243, best part err:0.0243, best swarm err:0.0102
epoch:007 ,particle:13, par err:0.0211, best part err:0.0102, best swarm err:0.0102
epoch:007 ,particle:14, par err:0.0226, best part err:0.0226, best swarm err:0.0102
epoch:007 ,particle:15, par err:0.0244, best part err:0.0244, best swarm err:0.0102
epoch:007 ,particle:16, par err:0.0226, best part err:0.0226, best swarm err:0.0102
epoch:007 ,particle:17, par err:0.0251, best part err:0.0251, best swarm err:0.0102
epoch:007 ,particle:18, par err:0.0228, best part err:0.0228, best swarm err:0.0102
epoch:007 ,particle:19, par err:0.0211, best part err:0.0189, best swarm err:0.0102
epoch:007 ,particle:20, par err:0.0259, best part err:0.0259, best swarm err:0.0102

-------------------------------------------------------------------------------------
epoch:008 ,particle:01, par err:0.1768, best part err:0.0259, best swarm err:0.0102
epoch:008 ,particle:02, par err:0.1608, best part err:0.0222, best swarm err:0.0102
epoch:008 ,particle:03, par err:0.1861, best part err:0.0247, best swarm err:0.0102
epoch:008 ,particle:04, par err:0.1737, best part err:0.0231, best swarm err:0.0102
epoch:008 ,particle:05, par err:0.1414, best part err:0.0218, best swarm err:0.0102
epoch:008 ,particle:06, par err:0.3367, best part err:0.0137, best swarm err:0.0102
epoch:008 ,particle:07, par err:0.2443, best part err:0.0243, best swarm err:0.0102
epoch:008 ,particle:08, par err:0.1446, best part err:0.0241, best swarm err:0.0102
epoch:008 ,particle:09, par err:0.0282, best part err:0.0282, best swarm err:0.0102
epoch:008 ,particle:10, par err:0.2155, best part err:0.0250, best swarm err:0.0102
epoch:008 ,particle:11, par err:0.2052, best part err:0.0243, best swarm err:0.0102
epoch:008 ,particle:12, par err:0.1740, best part err:0.0243, best swarm err:0.0102
epoch:008 ,particle:13, par err:0.2104, best part err:0.0102, best swarm err:0.0102
epoch:008 ,particle:14, par err:0.1135, best part err:0.0226, best swarm err:0.0102
epoch:008 ,particle:15, par err:0.1979, best part err:0.0244, best swarm err:0.0102
epoch:008 ,particle:16, par err:0.2092, best part err:0.0226, best swarm err:0.0102
epoch:008 ,particle:17, par err:0.1937, best part err:0.0251, best swarm err:0.0102
epoch:008 ,particle:18, par err:0.1471, best part err:0.0228, best swarm err:0.0102
epoch:008 ,particle:19, par err:0.3160, best part err:0.0189, best swarm err:0.0102
epoch:008 ,particle:20, par err:0.1868, best part err:0.0259, best swarm err:0.0102

-------------------------------------------------------------------------------------
epoch:009 ,particle:01, par err:0.2082, best part err:0.0259, best swarm err:0.0102
epoch:009 ,particle:02, par err:0.1834, best part err:0.0222, best swarm err:0.0102
epoch:009 ,particle:03, par err:0.2002, best part err:0.0247, best swarm err:0.0102
epoch:009 ,particle:04, par err:0.1831, best part err:0.0231, best swarm err:0.0102
epoch:009 ,particle:05, par err:0.2072, best part err:0.0218, best swarm err:0.0102
epoch:009 ,particle:06, par err:0.1333, best part err:0.0137, best swarm err:0.0102
epoch:009 ,particle:07, par err:0.1874, best part err:0.0243, best swarm err:0.0102
epoch:009 ,particle:08, par err:0.1965, best part err:0.0241, best swarm err:0.0102
epoch:009 ,particle:09, par err:0.2686, best part err:0.0282, best swarm err:0.0102
epoch:009 ,particle:10, par err:0.1937, best part err:0.0250, best swarm err:0.0102
epoch:009 ,particle:11, par err:0.1959, best part err:0.0243, best swarm err:0.0102
epoch:009 ,particle:12, par err:0.1870, best part err:0.0243, best swarm err:0.0102
epoch:009 ,particle:13, par err:0.1650, best part err:0.0102, best swarm err:0.0102
epoch:009 ,particle:14, par err:0.1867, best part err:0.0226, best swarm err:0.0102
epoch:009 ,particle:15, par err:0.1914, best part err:0.0244, best swarm err:0.0102
epoch:009 ,particle:16, par err:0.1910, best part err:0.0226, best swarm err:0.0102
epoch:009 ,particle:17, par err:0.1975, best part err:0.0251, best swarm err:0.0102
epoch:009 ,particle:18, par err:0.1871, best part err:0.0228, best swarm err:0.0102
epoch:009 ,particle:19, par err:0.1721, best part err:0.0189, best swarm err:0.0102
epoch:009 ,particle:20, par err:0.2083, best part err:0.0259, best swarm err:0.0102

-------------------------------------------------------------------------------------
epoch:010 ,particle:01, par err:0.0835, best part err:0.0259, best swarm err:0.0102
epoch:010 ,particle:02, par err:0.0770, best part err:0.0222, best swarm err:0.0102
epoch:010 ,particle:03, par err:0.0931, best part err:0.0247, best swarm err:0.0102
epoch:010 ,particle:04, par err:0.0814, best part err:0.0231, best swarm err:0.0102
epoch:010 ,particle:05, par err:0.1013, best part err:0.0218, best swarm err:0.0102
epoch:010 ,particle:06, par err:0.0222, best part err:0.0137, best swarm err:0.0102
epoch:010 ,particle:07, par err:0.1151, best part err:0.0243, best swarm err:0.0102
epoch:010 ,particle:08, par err:0.0745, best part err:0.0241, best swarm err:0.0102
epoch:010 ,particle:09, par err:0.0811, best part err:0.0282, best swarm err:0.0102
epoch:010 ,particle:10, par err:0.1019, best part err:0.0250, best swarm err:0.0102
epoch:010 ,particle:11, par err:0.1005, best part err:0.0243, best swarm err:0.0102
epoch:010 ,particle:12, par err:0.0796, best part err:0.0243, best swarm err:0.0102
epoch:010 ,particle:13, par err:0.0837, best part err:0.0102, best swarm err:0.0102
epoch:010 ,particle:14, par err:0.0604, best part err:0.0226, best swarm err:0.0102
epoch:010 ,particle:15, par err:0.0941, best part err:0.0244, best swarm err:0.0102
epoch:010 ,particle:16, par err:0.0979, best part err:0.0226, best swarm err:0.0102
epoch:010 ,particle:17, par err:0.0940, best part err:0.0251, best swarm err:0.0102
epoch:010 ,particle:18, par err:0.0725, best part err:0.0228, best swarm err:0.0102
epoch:010 ,particle:19, par err:0.1308, best part err:0.0189, best swarm err:0.0102
epoch:010 ,particle:20, par err:0.0940, best part err:0.0259, best swarm err:0.0102

-------------------------------------------------------------------------------------
epoch:011 ,particle:01, par err:0.0094, best part err:0.0094, best swarm err:0.0091
epoch:011 ,particle:02, par err:0.0094, best part err:0.0094, best swarm err:0.0091
epoch:011 ,particle:03, par err:0.0096, best part err:0.0096, best swarm err:0.0091
epoch:011 ,particle:04, par err:0.0095, best part err:0.0095, best swarm err:0.0091
epoch:011 ,particle:05, par err:0.0091, best part err:0.0091, best swarm err:0.0091
epoch:011 ,particle:06, par err:0.2622, best part err:0.0137, best swarm err:0.0091
epoch:011 ,particle:07, par err:0.0094, best part err:0.0094, best swarm err:0.0091
epoch:011 ,particle:08, par err:0.0094, best part err:0.0094, best swarm err:0.0091
epoch:011 ,particle:09, par err:0.0096, best part err:0.0096, best swarm err:0.0091
epoch:011 ,particle:10, par err:0.0096, best part err:0.0096, best swarm err:0.0091
epoch:011 ,particle:11, par err:0.0098, best part err:0.0098, best swarm err:0.0091
epoch:011 ,particle:12, par err:0.0096, best part err:0.0096, best swarm err:0.0091
epoch:011 ,particle:13, par err:0.0175, best part err:0.0102, best swarm err:0.0091
epoch:011 ,particle:14, par err:0.0094, best part err:0.0094, best swarm err:0.0091
epoch:011 ,particle:15, par err:0.0096, best part err:0.0096, best swarm err:0.0091
epoch:011 ,particle:16, par err:0.0094, best part err:0.0094, best swarm err:0.0091
epoch:011 ,particle:17, par err:0.0098, best part err:0.0098, best swarm err:0.0091
epoch:011 ,particle:18, par err:0.0098, best part err:0.0098, best swarm err:0.0091
epoch:011 ,particle:19, par err:0.0693, best part err:0.0189, best swarm err:0.0091
epoch:011 ,particle:20, par err:0.0099, best part err:0.0099, best swarm err:0.0091

-------------------------------------------------------------------------------------
epoch:012 ,particle:01, par err:0.0503, best part err:0.0094, best swarm err:0.0091
epoch:012 ,particle:02, par err:0.0414, best part err:0.0094, best swarm err:0.0091
epoch:012 ,particle:03, par err:0.0371, best part err:0.0096, best swarm err:0.0091
epoch:012 ,particle:04, par err:0.0386, best part err:0.0095, best swarm err:0.0091
epoch:012 ,particle:05, par err:0.0401, best part err:0.0091, best swarm err:0.0091
epoch:012 ,particle:06, par err:0.0422, best part err:0.0137, best swarm err:0.0091
epoch:012 ,particle:07, par err:0.0390, best part err:0.0094, best swarm err:0.0091
epoch:012 ,particle:08, par err:0.0401, best part err:0.0094, best swarm err:0.0091
epoch:012 ,particle:09, par err:0.1268, best part err:0.0096, best swarm err:0.0091
epoch:012 ,particle:10, par err:0.0310, best part err:0.0096, best swarm err:0.0091
epoch:012 ,particle:11, par err:0.0374, best part err:0.0098, best swarm err:0.0091
epoch:012 ,particle:12, par err:0.0364, best part err:0.0096, best swarm err:0.0091
epoch:012 ,particle:13, par err:0.0668, best part err:0.0102, best swarm err:0.0091
epoch:012 ,particle:14, par err:0.0338, best part err:0.0094, best swarm err:0.0091
epoch:012 ,particle:15, par err:0.0371, best part err:0.0096, best swarm err:0.0091
epoch:012 ,particle:16, par err:0.0334, best part err:0.0094, best swarm err:0.0091
epoch:012 ,particle:17, par err:0.0348, best part err:0.0098, best swarm err:0.0091
epoch:012 ,particle:18, par err:0.0258, best part err:0.0098, best swarm err:0.0091
epoch:012 ,particle:19, par err:0.0867, best part err:0.0189, best swarm err:0.0091
epoch:012 ,particle:20, par err:0.0421, best part err:0.0099, best swarm err:0.0091

-------------------------------------------------------------------------------------
epoch:013 ,particle:01, par err:0.0988, best part err:0.0094, best swarm err:0.0091
epoch:013 ,particle:02, par err:0.0819, best part err:0.0094, best swarm err:0.0091
epoch:013 ,particle:03, par err:0.1122, best part err:0.0096, best swarm err:0.0091
epoch:013 ,particle:04, par err:0.0725, best part err:0.0095, best swarm err:0.0091
epoch:013 ,particle:05, par err:0.1292, best part err:0.0091, best swarm err:0.0091
epoch:013 ,particle:06, par err:0.1244, best part err:0.0137, best swarm err:0.0091
epoch:013 ,particle:07, par err:0.1323, best part err:0.0094, best swarm err:0.0091
epoch:013 ,particle:08, par err:0.0720, best part err:0.0094, best swarm err:0.0091
epoch:013 ,particle:09, par err:0.0143, best part err:0.0096, best swarm err:0.0091
epoch:013 ,particle:10, par err:0.1442, best part err:0.0096, best swarm err:0.0091
epoch:013 ,particle:11, par err:0.1124, best part err:0.0098, best swarm err:0.0091
epoch:013 ,particle:12, par err:0.0797, best part err:0.0096, best swarm err:0.0091
epoch:013 ,particle:13, par err:0.1481, best part err:0.0102, best swarm err:0.0091
epoch:013 ,particle:14, par err:0.0607, best part err:0.0094, best swarm err:0.0091
epoch:013 ,particle:15, par err:0.1094, best part err:0.0096, best swarm err:0.0091
epoch:013 ,particle:16, par err:0.1368, best part err:0.0094, best swarm err:0.0091
epoch:013 ,particle:17, par err:0.1201, best part err:0.0098, best swarm err:0.0091
epoch:013 ,particle:18, par err:0.0849, best part err:0.0098, best swarm err:0.0091
epoch:013 ,particle:19, par err:0.2463, best part err:0.0189, best swarm err:0.0091
epoch:013 ,particle:20, par err:0.1113, best part err:0.0099, best swarm err:0.0091

